transaction id,room id,customer name,amount,time of transaction,description
4,cedar-lodge-097,Leah,171.55,2026-04-09T08:15:00Z,laundry
5,cedar-lodge-097,Isaac,119.45,2026-04-09T08:39:00Z,breakfast
6,cedar-lodge-097,Elena,176.70,2026-04-09T13:32:00Z,snacks
7,cedar-lodge-097,Nina,136.50,2026-04-09T14:54:00Z,laundry
8,cedar-lodge-097,Maya,152.11,2026-04-09T18:16:00Z,brunch
0,orchard-flat-098,Fatima,156.02,2026-04-09T13:04:00Z,cleaning supplies
1,orchard-flat-098,Isaac,130.86,2026-04-09T15:58:00Z,house supplies
2,orchard-flat-098,George,105.00,2026-04-09T18:55:00Z,ice cream
3,orchard-flat-098,Pedro,36.55,2026-04-10T00:43:00Z,gas
4,orchard-flat-098,Leah,129.51,2026-04-10T02:55:00Z,beach gear
5,orchard-flat-098,Julian,53.85,2026-04-10T06:48:00Z,beach gear
6,orchard-flat-098,Nina,167.54,2026-04-10T10:30:00Z,utilities
7,orchard-flat-098,Leah,26.96,2026-04-10T13:39:00Z,pizza
8,orchard-flat-098,Avery,184.32,2026-04-10T14:16:00Z,house supplies
0,riverview-den-099,Sofia,130.39,2026-04-10T14:51:00Z,board games
1,riverview-den-099,Maya,91.73,2026-04-10T18:21:00Z,laundry
2,riverview-den-099,Priya,157.63,2026-04-10T19:05:00Z,movie tickets
3,riverview-den-099,Nina,158.94,2026-04-10T23:49:00Z,cleaning supplies
4,riverview-den-099,Avery,168.11,2026-04-11T00:57:00Z,house supplies
5,riverview-den-099,Sofia,105.43,2026-04-11T05:38:00Z,cleaning supplies
6,riverview-den-099,Isaac,135.14,2026-04-11T08:11:00Z,cleaning supplies
0,golden-hall-100,Noah,128.40,2026-04-11T15:27:00Z,house supplies
1,golden-hall-100,Zoe,179.49,2026-04-11T17:46:00Z,rideshare
2,golden-hall-100,Elena,80.56,2026-04-11T18:15:00Z,laundry
3,golden-hall-100,George,40.44,2026-04-11T22:22:00Z,parking
4,golden-hall-100,Sofia,163.77,2026-04-11T23:45:00Z,breakfast
5,golden-hall-100,Noah,75.15,2026-04-12T03:31:00Z,utilities
0,pine-studio-101,Noah,167.83,2026-04-12T14:18:00Z,dinner
1,pine-studio-101,George,136.83,2026-04-12T17:38:00Z,house supplies
2,pine-studio-101,Julian,67.14,2026-04-12T23:38:00Z,laundry
3,pine-studio-101,Priya,91.13,2026-04-13T05:04:00Z,coffee
4,pine-studio-101,Avery,60.28,2026-04-13T09:47:00Z,parking
5,pine-studio-101,Zoe,51.82,2026-04-13T14:47:00Z,brunch
6,pine-studio-101,Leah,41.64,2026-04-13T15:07:00Z,late-night food
0,willow-nook-102,Marcus,161.79,2026-04-13T12:51:00Z,late-night food
1,willow-nook-102,Fatima,133.19,2026-04-13T17:20:00Z,cleaning supplies
2,willow-nook-102,Priya,6.52,2026-04-13T19:47:00Z,laundry
3,willow-nook-102,Owen,79.01,2026-04-13T22:57:00Z,laundry
4,willow-nook-102,Pedro,142.85,2026-04-14T02:52:00Z,movie tickets
5,willow-nook-102,Nina,168.08,2026-04-14T06:30:00Z,movie tickets
6,willow-nook-102,Sofia,106.37,2026-04-14T10:40:00Z,brunch
0,meadow-place-103,Pedro,99.32,2026-04-14T14:29:00Z,snacks
1,meadow-place-103,Zoe,180.06,2026-04-14T18:36:00Z,utilities
2,meadow-place-103,Priya,75.39,2026-04-15T00:07:00Z,breakfast
3,meadow-place-103,Marcus,59.35,2026-04-15T02:10:00Z,snacks
4,meadow-place-103,Sofia,106.88,2026-04-15T06:13:00Z,utilities
5,meadow-place-103,Noah,76.28,2026-04-15T12:06:00Z,museum entry
6,meadow-place-103,Zoe,63.49,2026-04-15T16:13:00Z,dinner
7,meadow-place-103,Chloe,36.11,2026-04-15T21:15:00Z,beach gear
8,meadow-place-103,Isaac,78.47,2026-04-16T00:52:00Z,dinner
0,granite-home-104,Maya,90.23,2026-04-15T13:37:00Z,cleaning supplies
1,granite-home-104,Avery,166.10,2026-04-15T15:45:00Z,house supplies
2,granite-home-104,Noah,68.78,2026-04-15T18:52:00Z,pizza
3,granite-home-104,Maya,137.63,2026-04-15T21:47:00Z,breakfast
4,granite-home-104,Elena,60.13,2026-04-16T00:37:00Z,dinner
0,driftwood-bungalow-105,Julian,150.43,2026-04-16T12:52:00Z,brunch
1,driftwood-bungalow-105,Sofia,94.86,2026-04-16T15:02:00Z,coffee
2,driftwood-bungalow-105,Maya,173.50,2026-04-16T16:35:00Z,house supplies
3,driftwood-bungalow-105,Nina,44.06,2026-04-16T19:21:00Z,house supplies
4,driftwood-bungalow-105,Fatima,44.96,2026-04-16T23:42:00Z,snacks
5,driftwood-bungalow-105,George,104.37,2026-04-17T02:50:00Z,late-night food
6,driftwood-bungalow-105,Marcus,39.50,2026-04-17T08:12:00Z,dinner
0,oak-commons-106,Leah,148.96,2026-04-17T17:10:00Z,late-night food
1,oak-commons-106,Marcus,84.53,2026-04-17T17:38:00Z,cleaning supplies
2,oak-commons-106,Julian,104.23,2026-04-17T23:19:00Z,house supplies
3,oak-commons-106,George,130.21,2026-04-18T01:06:00Z,ice cream
4,oak-commons-106,Pedro,71.60,2026-04-18T05:47:00Z,movie tickets
5,oak-commons-106,Avery,32.31,2026-04-18T07:45:00Z,parking
6,oak-commons-106,Fatima,38.81,2026-04-18T13:25:00Z,pizza
7,oak-commons-106,Avery,174.38,2026-04-18T17:31:00Z,gas
8,oak-commons-106,Isaac,111.32,2026-04-18T22:55:00Z,utilities
9,oak-commons-106,Chloe,149.73,2026-04-19T04:33:00Z,dinner
0,lighthouse-room-107,Daniel,75.89,2026-04-18T13:57:00Z,cleaning supplies
1,lighthouse-room-107,Maya,88.78,2026-04-18T17:57:00Z,laundry
2,lighthouse-room-107,Julian,174.66,2026-04-18T20:34:00Z,brunch
3,lighthouse-room-107,Julian,30.84,2026-04-19T00:17:00Z,beach gear
4,lighthouse-room-107,Nina,21.81,2026-04-19T04:16:00Z,rideshare
0,redwood-haven-108,George,123.95,2026-04-19T17:06:00Z,snacks
1,redwood-haven-108,Amina,143.53,2026-04-19T18:39:00Z,coffee
2,redwood-haven-108,Owen,65.49,2026-04-19T22:26:00Z,snacks
3,redwood-haven-108,Fatima,17.99,2026-04-20T02:45:00Z,laundry
4,redwood-haven-108,Maya,27.94,2026-04-20T07:49:00Z,house supplies
5,redwood-haven-108,Fatima,17.59,2026-04-20T10:34:00Z,coffee
6,redwood-haven-108,Liam,92.03,2026-04-20T12:40:00Z,museum entry
0,summit-base-109,Maya,122.47,2026-04-20T14:11:00Z,pizza
1,summit-base-109,Julian,113.12,2026-04-20T19:44:00Z,house supplies
2,summit-base-109,Fatima,11.08,2026-04-21T00:59:00Z,museum entry
3,summit-base-109,Julian,92.69,2026-04-21T04:51:00Z,utilities
4,summit-base-109,Fatima,120.22,2026-04-21T05:50:00Z,house supplies
0,garden-terrace-110,Noah,150.52,2026-04-21T12:17:00Z,cleaning supplies
1,garden-terrace-110,Owen,91.71,2026-04-21T15:02:00Z,snacks
2,garden-terrace-110,Leah,142.91,2026-04-21T15:36:00Z,brunch
3,garden-terrace-110,Leah,164.26,2026-04-21T19:26:00Z,snacks
4,garden-terrace-110,Noah,88.26,2026-04-21T20:23:00Z,dinner
5,garden-terrace-110,Zoe,70.30,2026-04-21T22:22:00Z,breakfast
6,garden-terrace-110,Daniel,131.20,2026-04-22T01:51:00Z,movie tickets
0,northstar-hub-111,Maya,160.31,2026-04-22T14:55:00Z,ice cream
1,northstar-hub-111,Chloe,36.63,2026-04-22T18:37:00Z,ice cream
2,northstar-hub-111,George,69.13,2026-04-22T23:19:00Z,snacks
3,northstar-hub-111,Priya,102.71,2026-04-22T23:50:00Z,laundry
4,northstar-hub-111,Amina,42.55,2026-04-23T00:53:00Z,snacks
5,northstar-hub-111,Fatima,103.36,2026-04-23T02:01:00Z,groceries
0,coral-court-112,Pedro,52.74,2026-04-23T16:56:00Z,brunch
1,coral-court-112,Julian,71.55,2026-04-23T19:41:00Z,parking
2,coral-court-112,Chloe,154.38,2026-04-23T23:00:00Z,breakfast
3,coral-court-112,Owen,50.53,2026-04-24T02:25:00Z,ice cream
4,coral-court-112,Owen,100.92,2026-04-24T08:11:00Z,rideshare
5,coral-court-112,Avery,168.49,2026-04-24T11:30:00Z,late-night food
6,coral-court-112,Isaac,130.68,2026-04-24T15:48:00Z,breakfast
7,coral-court-112,Daniel,33.01,2026-04-24T17:29:00Z,snacks
8,coral-court-112,Isaac,82.63,2026-04-24T17:51:00Z,laundry
9,coral-court-112,Priya,102.27,2026-04-24T18:36:00Z,late-night food
0,silver-springs-113,Noah,169.56,2026-04-24T17:05:00Z,parking
1,silver-springs-113,Owen,156.16,2026-04-24T22:35:00Z,dinner
2,silver-springs-113,Sofia,66.40,2026-04-25T00:09:00Z,cleaning supplies
3,silver-springs-113,Chloe,74.13,2026-04-25T03:17:00Z,late-night food
4,silver-springs-113,Nina,104.55,2026-04-25T06:39:00Z,pizza
5,silver-springs-113,Avery,10.32,2026-04-25T09:26:00Z,rideshare
6,silver-springs-113,Leah,33.61,2026-04-25T12:29:00Z,museum entry
0,elm-grove-114,Noah,52.46,2026-04-25T12:29:00Z,house supplies
1,elm-grove-114,Sofia,170.33,2026-04-25T13:28:00Z,beach gear
2,elm-grove-114,Sofia,143.25,2026-04-25T16:21:00Z,ice cream
3,elm-grove-114,Pedro,151.85,2026-04-25T20:15:00Z,house supplies
4,elm-grove-114,Elena,88.40,2026-04-26T01:02:00Z,cleaning supplies
0,moonstone-manor-115,Julian,65.82,2026-04-26T16:22:00Z,breakfast
1,moonstone-manor-115,Chloe,64.07,2026-04-26T17:10:00Z,house supplies
2,moonstone-manor-115,Zoe,70.29,2026-04-26T20:33:00Z,board games
3,moonstone-manor-115,Sofia,75.41,2026-04-26T22:34:00Z,house supplies
4,moonstone-manor-115,Elena,36.17,2026-04-26T23:41:00Z,movie tickets
5,moonstone-manor-115,Pedro,5.22,2026-04-27T01:49:00Z,parking
6,moonstone-manor-115,Zoe,104.79,2026-04-27T06:29:00Z,ice cream
7,moonstone-manor-115,Amina,104.46,2026-04-27T09:08:00Z,cleaning supplies
8,moonstone-manor-115,Avery,181.37,2026-04-27T10:36:00Z,breakfast
0,birch-bungalow-116,Chloe,102.23,2026-04-27T13:42:00Z,breakfast
1,birch-bungalow-116,George,64.27,2026-04-27T17:29:00Z,board games
2,birch-bungalow-116,Sofia,115.79,2026-04-27T19:43:00Z,late-night food
3,birch-bungalow-116,Pedro,50.20,2026-04-27T20:31:00Z,rideshare
4,birch-bungalow-116,Avery,32.34,2026-04-27T20:51:00Z,breakfast
5,birch-bungalow-116,George,75.60,2026-04-27T22:11:00Z,beach gear
0,skylight-flat-117,Owen,112.40,2026-04-28T15:41:00Z,rideshare
1,skylight-flat-117,George,103.40,2026-04-28T20:05:00Z,coffee
2,skylight-flat-117,Pedro,12.08,2026-04-28T20:40:00Z,beach gear
3,skylight-flat-117,Priya,132.64,2026-04-28T22:34:00Z,utilities
4,skylight-flat-117,Julian,59.17,2026-04-28T22:56:00Z,brunch
0,seabreeze-lodge-118,Noah,143.49,2026-04-29T14:07:00Z,parking
1,seabreeze-lodge-118,Leah,65.64,2026-04-29T18:00:00Z,coffee
2,seabreeze-lodge-118,Leah,68.13,2026-04-29T19:18:00Z,beach gear
3,seabreeze-lodge-118,Elena,108.81,2026-04-29T23:27:00Z,ice cream
4,seabreeze-lodge-118,Marcus,156.48,2026-04-30T00:34:00Z,ice cream
5,seabreeze-lodge-118,George,120.58,2026-04-30T02:57:00Z,cleaning supplies
6,seabreeze-lodge-118,Daniel,122.16,2026-04-30T07:39:00Z,utilities
7,seabreeze-lodge-118,Leah,164.81,2026-04-30T08:07:00Z,gas
8,seabreeze-lodge-118,Avery,35.43,2026-04-30T13:43:00Z,rideshare
9,seabreeze-lodge-118,Fatima,35.81,2026-04-30T15:50:00Z,house supplies
0,terracotta-home-119,George,35.73,2026-04-30T17:14:00Z,board games
1,terracotta-home-119,Julian,162.34,2026-04-30T19:05:00Z,coffee
2,terracotta-home-119,Owen,74.25,2026-04-30T23:50:00Z,house supplies
3,terracotta-home-119,Marcus,35.73,2026-05-01T00:09:00Z,movie tickets
4,terracotta-home-119,Amina,75.36,2026-05-01T01:25:00Z,coffee
5,terracotta-home-119,Pedro,175.82,2026-05-01T03:27:00Z,laundry
6,terracotta-home-119,Owen,29.66,2026-05-01T06:14:00Z,cleaning supplies
7,terracotta-home-119,Noah,84.47,2026-05-01T07:49:00Z,coffee
8,terracotta-home-119,Marcus,83.47,2026-05-01T13:15:00Z,museum entry
0,misty-harbor-120,George,140.27,2026-05-01T17:14:00Z,ice cream
1,misty-harbor-120,George,164.04,2026-05-01T18:22:00Z,late-night food
2,misty-harbor-120,Marcus,128.77,2026-05-01T22:28:00Z,board games
3,misty-harbor-120,Priya,137.55,2026-05-01T23:36:00Z,snacks
4,misty-harbor-120,Daniel,146.85,2026-05-02T00:35:00Z,house supplies
5,misty-harbor-120,Amina,135.24,2026-05-02T01:11:00Z,beach gear
6,misty-harbor-120,Zoe,184.90,2026-05-02T04:13:00Z,rideshare
7,misty-harbor-120,Elena,182.60,2026-05-02T09:38:00Z,parking
0,alpine-retreat-121,Pedro,8.92,2026-05-02T17:13:00Z,coffee
1,alpine-retreat-121,Fatima,77.00,2026-05-02T18:46:00Z,gas
2,alpine-retreat-121,Leah,132.37,2026-05-02T19:45:00Z,house supplies
3,alpine-retreat-121,Sofia,19.17,2026-05-02T22:01:00Z,cleaning supplies
4,alpine-retreat-121,Isaac,87.48,2026-05-02T22:34:00Z,pizza
0,sunset-loft-122,Leah,71.60,2026-05-03T13:22:00Z,groceries
1,sunset-loft-122,Zoe,169.03,2026-05-03T17:32:00Z,house supplies
2,sunset-loft-122,Daniel,101.42,2026-05-03T22:56:00Z,beach gear
3,sunset-loft-122,Julian,6.47,2026-05-04T00:59:00Z,brunch
4,sunset-loft-122,Nina,144.78,2026-05-04T01:58:00Z,breakfast
5,sunset-loft-122,Elena,137.24,2026-05-04T03:35:00Z,cleaning supplies
6,sunset-loft-122,Noah,35.64,2026-05-04T05:06:00Z,beach gear
0,maple-house-123,Chloe,90.64,2026-05-04T13:08:00Z,pizza
1,maple-house-123,Priya,90.89,2026-05-04T17:29:00Z,dinner
2,maple-house-123,Owen,124.07,2026-05-04T17:57:00Z,coffee
3,maple-house-123,Avery,57.96,2026-05-04T21:46:00Z,dinner
4,maple-house-123,Liam,171.87,2026-05-05T01:44:00Z,movie tickets
0,bluebird-suite-124,George,55.49,2026-05-05T15:01:00Z,late-night food
1,bluebird-suite-124,Priya,63.96,2026-05-05T19:19:00Z,brunch
2,bluebird-suite-124,Pedro,89.02,2026-05-06T00:34:00Z,gas
3,bluebird-suite-124,Sofia,36.23,2026-05-06T05:23:00Z,brunch
4,bluebird-suite-124,Sofia,63.04,2026-05-06T06:39:00Z,rideshare
5,bluebird-suite-124,Owen,107.20,2026-05-06T09:01:00Z,late-night food
6,bluebird-suite-124,Zoe,76.20,2026-05-06T13:06:00Z,coffee
7,bluebird-suite-124,Pedro,20.99,2026-05-06T18:07:00Z,dinner
8,bluebird-suite-124,George,68.12,2026-05-06T22:57:00Z,ice cream
0,harbor-view-125,George,25.01,2026-05-06T13:34:00Z,parking
1,harbor-view-125,Daniel,144.94,2026-05-06T18:59:00Z,brunch
2,harbor-view-125,Sofia,125.24,2026-05-06T19:39:00Z,cleaning supplies
3,harbor-view-125,Priya,139.51,2026-05-06T23:02:00Z,laundry
4,harbor-view-125,Chloe,70.22,2026-05-07T04:30:00Z,utilities
5,harbor-view-125,George,23.78,2026-05-07T07:13:00Z,ice cream
6,harbor-view-125,Julian,91.59,2026-05-07T09:22:00Z,museum entry
7,harbor-view-125,Elena,158.61,2026-05-07T13:07:00Z,pizza
8,harbor-view-125,Liam,156.36,2026-05-07T15:08:00Z,house supplies
9,harbor-view-125,Julian,41.42,2026-05-07T20:00:00Z,groceries
0,canyon-cabin-126,Zoe,134.55,2026-05-07T14:02:00Z,laundry
1,canyon-cabin-126,Maya,156.20,2026-05-07T18:48:00Z,groceries
2,canyon-cabin-126,Zoe,155.36,2026-05-07T23:31:00Z,cleaning supplies
3,canyon-cabin-126,Owen,147.26,2026-05-08T04:32:00Z,museum entry
4,canyon-cabin-126,Maya,183.04,2026-05-08T08:38:00Z,house supplies
5,canyon-cabin-126,Noah,78.31,2026-05-08T13:24:00Z,breakfast
6,canyon-cabin-126,Maya,80.97,2026-05-08T18:42:00Z,breakfast
7,canyon-cabin-126,Liam,136.41,2026-05-08T21:52:00Z,museum entry
0,cedar-lodge-127,Leah,80.19,2026-05-08T12:51:00Z,late-night food
1,cedar-lodge-127,Noah,183.71,2026-05-08T18:09:00Z,late-night food
2,cedar-lodge-127,Nina,12.59,2026-05-08T20:16:00Z,pizza
3,cedar-lodge-127,Sofia,56.86,2026-05-08T22:28:00Z,breakfast
4,cedar-lodge-127,Avery,107.45,2026-05-09T00:21:00Z,beach gear
5,cedar-lodge-127,Marcus,44.35,2026-05-09T05:54:00Z,utilities
6,cedar-lodge-127,Zoe,13.04,2026-05-09T07:57:00Z,rideshare
0,orchard-flat-128,Zoe,9.85,2026-05-09T13:12:00Z,cleaning supplies
1,orchard-flat-128,Fatima,173.47,2026-05-09T18:46:00Z,laundry
2,orchard-flat-128,Pedro,32.40,2026-05-09T21:33:00Z,pizza
3,orchard-flat-128,Owen,48.75,2026-05-10T00:22:00Z,parking
4,orchard-flat-128,Sofia,107.36,2026-05-10T05:36:00Z,coffee
5,orchard-flat-128,Nina,61.49,2026-05-10T07:48:00Z,laundry
6,orchard-flat-128,Fatima,173.73,2026-05-10T08:20:00Z,groceries
0,riverview-den-129,Priya,172.09,2026-05-10T14:28:00Z,pizza
1,riverview-den-129,Avery,125.09,2026-05-10T19:46:00Z,cleaning supplies
2,riverview-den-129,Julian,153.53,2026-05-10T21:13:00Z,groceries
3,riverview-den-129,Elena,43.53,2026-05-11T03:13:00Z,parking
4,riverview-den-129,Isaac,36.84,2026-05-11T04:29:00Z,gas
5,riverview-den-129,Nina,44.99,2026-05-11T08:30:00Z,ice cream
6,riverview-den-129,Julian,171.32,2026-05-11T12:07:00Z,rideshare
7,riverview-den-129,Fatima,129.83,2026-05-11T14:22:00Z,groceries
8,riverview-den-129,Liam,62.30,2026-05-11T18:40:00Z,parking
0,golden-hall-130,Owen,24.35,2026-05-11T14:46:00Z,late-night food
1,golden-hall-130,Avery,165.34,2026-05-11T17:48:00Z,utilities
2,golden-hall-130,Fatima,113.46,2026-05-11T19:19:00Z,pizza
3,golden-hall-130,Chloe,146.92,2026-05-11T22:35:00Z,board games
4,golden-hall-130,Nina,172.05,2026-05-12T01:02:00Z,brunch
5,golden-hall-130,Leah,153.67,2026-05-12T04:34:00Z,coffee
0,pine-studio-131,Owen,142.54,2026-05-12T18:00:00Z,board games
1,pine-studio-131,Elena,116.05,2026-05-12T18:20:00Z,laundry
2,pine-studio-131,Julian,156.24,2026-05-12T21:30:00Z,snacks
3,pine-studio-131,Leah,178.36,2026-05-13T02:00:00Z,coffee
4,pine-studio-131,Amina,89.31,2026-05-13T02:45:00Z,brunch
5,pine-studio-131,Priya,51.21,2026-05-13T07:13:00Z,beach gear
0,willow-nook-132,Chloe,165.14,2026-05-13T12:46:00Z,beach gear
1,willow-nook-132,Nina,152.65,2026-05-13T13:13:00Z,dinner
2,willow-nook-132,George,117.65,2026-05-13T14:19:00Z,gas
3,willow-nook-132,Owen,9.94,2026-05-13T20:05:00Z,house supplies
4,willow-nook-132,Noah,60.52,2026-05-13T23:53:00Z,groceries
5,willow-nook-132,Chloe,95.77,2026-05-14T01:33:00Z,coffee
6,willow-nook-132,George,8.84,2026-05-14T06:16:00Z,ice cream
0,meadow-place-133,Priya,123.78,2026-05-14T13:21:00Z,gas
1,meadow-place-133,Elena,68.83,2026-05-14T17:55:00Z,cleaning supplies
2,meadow-place-133,Maya,37.92,2026-05-14T22:51:00Z,brunch
3,meadow-place-133,Pedro,176.03,2026-05-15T00:43:00Z,cleaning supplies
4,meadow-place-133,Noah,147.65,2026-05-15T01:22:00Z,utilities
0,granite-home-134,Daniel,75.99,2026-05-15T13:28:00Z,rideshare
1,granite-home-134,Zoe,105.57,2026-05-15T15:52:00Z,groceries
2,granite-home-134,Julian,93.34,2026-05-15T16:11:00Z,house supplies
3,granite-home-134,Zoe,168.73,2026-05-15T22:05:00Z,snacks
4,granite-home-134,Owen,123.23,2026-05-16T00:28:00Z,late-night food
0,driftwood-bungalow-135,Chloe,126.41,2026-05-16T15:59:00Z,coffee
1,driftwood-bungalow-135,Priya,72.26,2026-05-16T20:29:00Z,cleaning supplies
2,driftwood-bungalow-135,Amina,184.86,2026-05-17T00:02:00Z,pizza
3,driftwood-bungalow-135,Zoe,150.90,2026-05-17T04:43:00Z,parking
4,driftwood-bungalow-135,Marcus,67.93,2026-05-17T07:44:00Z,museum entry
5,driftwood-bungalow-135,Leah,181.22,2026-05-17T12:36:00Z,rideshare
6,driftwood-bungalow-135,Daniel,125.23,2026-05-17T18:32:00Z,brunch
7,driftwood-bungalow-135,Nina,151.76,2026-05-17T19:33:00Z,movie tickets
8,driftwood-bungalow-135,Priya,6.08,2026-05-17T20:21:00Z,dinner
9,driftwood-bungalow-135,Fatima,87.31,2026-05-18T01:29:00Z,museum entry
